"Card ID","Custom ID","Color","Title","Owner","Deadline","Priority","Column Name","Board Name","Owners","Description","Lane Name","Actual End Date","Last End Date","Last Start Date","Planned Start","Last Comment","Card URL"
"335354","","#00d3ff","[PSCD] - 23. Evidência de GMUD para a amostra selecionada","juliano.cardoso","2025-10-28","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","23. Evidência de GMUD para a amostra selecionada OBS: As evidências devem demonstrar o ticket da GMUD, aprovações (gestores responsáveis, CAB, áreas de negócio), implementação da GMUD no ambiente produtivo.

Lista de evidencias:
https://dasanet.sharepoint.com/:x:/r/sites/SistemasCorporativosOficial/Documentos%20Compartilhados/Siscorp/Auditoria/Auditoria%20Interna%20PSCD/Amostras%20GMUD.xlsx?d=w809f56ccd4cb412491c2fab698fb4cef&csf=1&web=1&e=LNvdKd

Novo DOC:

https://dasanet.sharepoint.com/:w:/r/sites/SistemasCorporativosOficial/Documentos%20Compartilhados/Siscorp/Auditoria/Auditoria%20Interna%20PSCD/Aud2025_PSCD_Item_23_Evidencias_GMUD_AmostraSelecionada%20NOVO.docx?d=w8fdf7f2ead6b433fbafdc09076a5e261&csf=1&web=1&e=U28qOt","Default Swimlane","","2025-10-29 08:59:44","2025-10-27 12:09:30","","Segue itens :

- 23. Evidência de GMUD para a amostra selecionada OBS: As evidências devem demonstrar o ticket da GMUD, aprovações (gestores responsáveis, CAB, áreas de negócio), implementação da GMUD no ambiente produtivo.

- 37. Chamado referente ao teste de restauração executado em agosto

[Aud2025_PSCD_37_Chamado referente ao teste de restauração executado em agosto.docx](https://dasanet.sharepoint.com/:w:/r/sites/SistemasCorporativosOficial/Documentos%20Compartilhados/Siscorp/Auditoria/Auditoria%20Interna%20PSCD/Aud2025_PSCD_37_Chamado%20referente%20ao%20teste%20de%20restaura%C3%A7%C3%A3o%20executado%20em%20agosto.docx?d=w048d0a37b7b34675bd5630817b45ebbf&csf=1&web=1&e=b2gzMY)

[Aud2025_PSCD_Item_23_Evidencias_GMUD_AmostraSelecionada NOVO.docx](https://dasanet.sharepoint.com/:w:/r/sites/SistemasCorporativosOficial/Documentos%20Compartilhados/Siscorp/Auditoria/Auditoria%20Interna%20PSCD/Aud2025_PSCD_Item_23_Evidencias_GMUD_AmostraSelecionada%20NOVO.docx?d=w8fdf7f2ead6b433fbafdc09076a5e261&csf=1&web=1&e=cIwToJ)

[5IvAZFYkcPTUAFMWsLpL]","https://dasa.businessmap.io/ctrl_board/155/cards/335354/details"
"335345","","#00d3ff","[PSCD] - Ajustar Interface de Rede de backup - LNXPODPRO01 - 10.122.20.46 / Prev. 05/11","juliano.cardoso","2025-11-05","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","Alinhado com o Antonio para adequar a interface de rede de Backup :
Adequar as maquinas de banco referente ao Backup que foi criticado novamente sobre a interface estar ausente ele tem que abri uma RDM sem impacto e sem indisponibilidade para:

- LNXPODPRO01 - 10.122.20.46

- Ja tem a interface de rede, porem sem IP atribuído e teria que criar um FS /opt/commvault 100GB

- BRLSPLPRPR03 - 10.120.20.69

- não tem ação , ja tem a interface para backup (10.120.20.69) e FS /opt/commvault","Default Swimlane","","2025-10-29 09:00:51","2025-10-27 11:54:40","","CHG0076426 - Configuracao IP. Backup - adicao de disco (100GB) e atualizacao do Commvault
Janela: 05/11/2025 22:30:00 06/11/2025 01:00:00
Vertical: DASA
Tipo: Normal","https://dasa.businessmap.io/ctrl_board/155/cards/335345/details"
"335317","","#00d3ff","[PSCD] - Liberar Azure K8S x PSCD","juliano.cardoso","2025-10-28","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","Foi feito este Fireflow pelo daniel mas foi encerrado, sem executar :
#8638 Liberar Azure K8S vs PSCD PASOE","Default Swimlane","","2025-10-30 10:04:26","2025-10-27 11:06:31","","Foi implementado, esta para validar:

[WZSRkCVtjEH2q3v5mOnP]","https://dasa.businessmap.io/ctrl_board/155/cards/335317/details"
"331371","","#00d3ff","[GMUD] - Abrir RDM CHG0075677- PSCD- Entrega de Demandas Homologadas da Sprint -Programas(2025-10-16)","juliano.cardoso","","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-20 09:48:56","2025-10-17 10:15:25","","","https://dasa.businessmap.io/ctrl_board/155/cards/331371/details"
"331368","","#00d3ff","[GMUD] - Abrir RDM CHG0075613- PSCD- Reconstrução de Replica dos Bancos de Dados  do Sistema - DAPACIENTE","juliano.cardoso","","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-27 11:02:37","2025-10-17 10:14:11","","","https://dasa.businessmap.io/ctrl_board/155/cards/331368/details"
"331363","","#00d3ff","[GMUD] - Abrir RDM CHG0075607- Manutenção de Performance PSCD- Dump/Load dos Bancos TORRE IF e DAPACIENTE","juliano.cardoso","","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-20 09:48:51","2025-10-17 10:06:34","","","https://dasa.businessmap.io/ctrl_board/155/cards/331363/details"
"328618","","#00d3ff","[GMUD] - Abrir RDM DUMP/LOAD torre_if e dapaciente","juliano.cardoso","2025-10-10","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-13 09:50:30","2025-10-10 15:32:52","","[CHG0075607 - Manutenção de Performance PSCD - DUMP/LOAD dos Bancos TORRE_IF e DAPACIENTE](https://dasadesk.dasa.com.br/nav_to.do?uri=%2Fchange_request.do%3Fsys_id%3D8b8b3c01876cba989fa584440cbb35ed%26sysparm_record_list%3Drequested_byDYNAMIC90d1921e5f510100a9ad2572f2b477fe%5EORDERBYDESCend_date%26sysparm_record_row%3D3%26sysparm_record_rows%3D120%26sysparm_record_target%3Dchange_request%26sysparm_view%3D%26sysparm_view_forced%3Dtrue)

Janela: 18/10/2025 08:00:00 a 19/10/2025 23:59:00

[CHG0075613 - PSCD - Reconstrução de Réplicas dos bancos de dados do Sistema - TORRE_IF e DAPA…](https://dasadesk.dasa.com.br/nav_to.do?uri=%2Fchange_request.do%3Fsys_id%3D43114cb98720b6d89fa584440cbb35fd%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_list%3Drequested_byDYNAMIC90d1921e5f510100a9ad2572f2b477fe%5EORDERBYDESCend_date%26sysparm_record_row%3D2%26sysparm_record_rows%3D120%26sysparm_view%3D%26sysparm_view_forced%3Dtrue)

Janela: 20/10/2025 09:00:00 a 24/10/2025 18:00:00","https://dasa.businessmap.io/ctrl_board/155/cards/328618/details"
"328274","","#00d3ff","[PSCD] - Levantar Licenças PASOE - Validar se foi trocado","juliano.cardoso","2025-10-10","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-13 14:58:46","2025-10-10 10:05:54","","segue dados levantados.","https://dasa.businessmap.io/ctrl_board/155/cards/328274/details"
"326554","","#00d3ff","[PSCD] - Gerar evidencias auditoria","juliano.cardoso","2025-10-09","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-10 09:39:24","2025-10-09 15:15:32","","[jWZLvTp1mXknZSBWluTN]","https://dasa.businessmap.io/ctrl_board/155/cards/326554/details"
"324756","","#00d3ff","[PSCD] RDM CHG0075279 - Criacao de usuario de servico do  PSCD \\ PASOE","juliano.cardoso","2025-10-06","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","Testes Durante a execução.","Default Swimlane","","2025-10-07 09:57:54","2025-10-06 18:04:50","","","https://dasa.businessmap.io/ctrl_board/155/cards/324756/details"
"323741","","#00d3ff","[PSCD] - Ajuste Envio e-mail - Erro ao enviar múltiplos anexos","juliano.cardoso","2025-10-06","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","Durante os testes foi identificado problemas ao fazer o envio com múltiplos anexos usando a nova API, vou ajustar para tratar na API quando receber estes dados.

LOG de ERRO:
[25/10/02@22:23:37.298-0300] P-2894648 T-2894648 1 4GL DASA-LOG API-EMAIL: Validações concluídas com sucesso
[25/10/02@22:23:37.298-0300] P-2894648 T-2894648 1 4GL DASA-LOG API-EMAIL: Iniciando envio via SMTP direto (método unificado)
[25/10/02@22:23:37.298-0300] P-2894648 T-2894648 2 4GL 4GLTRACE Run pi-SMTP-DIRETO [pi-execute2 - utp/utapi019.p @ 490]
[25/10/02@22:23:37.298-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO: Iniciando envio via SMTP direto
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO: param-global.serv-mail: mail.dasa.com.br
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO: param-global.porta-mail: 25
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO DADOS ENVIO: Servidor=mail.dasa.com.br:25 | De=pscd_fat@dasa.com.br | Para=d.nascimento@dasa.com.br;juliano.cardoso@dasa.com.br | Assunto=Prazo expirado - Periodo: 30/05/2025-02/10/2025
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO: Corpo da mensagem montado - 293 caracteres
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO: Processando anexo: /integracao/spool/crontab/expirado/rel-prazo-expirado-02102025-222337.csv,/integracao/spool/crontab/expirado/rel-prazo-alerta-02102025-222337.csv
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG SMTP-DIRETO: ERRO - Arquivo anexo não encontrado: /integracao/spool/crontab/expirado/rel-prazo-expirado-02102025-222337.csv,/integracao/spool/crontab/expirado/rel-prazo-alerta-02102025-222337.csv
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 2 4GL 4GLTRACE Run pi-criar-erros ""99997 Arquivo anexo não encontrado: /integracao/spool/crontab/expirado/rel-prazo-expirado-02102025-222337.csv,/integracao/spool/crontab/expirado/rel-prazo-alerta-02102025-222337.csv /integracao/spool/crontab/expirado/rel-prazo-expirado-02102025-222337.csv,/integracao/spool/crontab/expirado/rel-prazo-alerta-02102025-222337.csv"" [pi-SMTP-DIRETO - utp/utapi019.p @ 2132]
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG API-EMAIL: ERRO no envio via SMTP direto
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 1 4GL DASA-LOG API-EMAIL: Processo finalizado COM ERRO em 0,016 segundos - 02/10/2025 22:23:37
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 2 4GL DYNOBJECTS Deleted PROCEDURE Handle:1002 (pi-envia-email esp/espr098_unix.p @ 727) utp/utapi019.p
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 2 4GL DYNOBJECTS Deleted PROCEDURE Handle:1004 ( @ 0) utp/ut-func.p
[25/10/02@22:23:37.299-0300] P-2894648 T-2894648 2 4GL DYNOBJECTS Deleted PROCEDURE Handle:1003 ( @ 0) utp/ut-win.p

/integracao/spool/crontab/expirado/rel-prazo-expirado-02102025-222337.csv
/integracao/spool/crontab/expirado/rel-prazo-alerta-02102025-222337.csv","Default Swimlane","","2025-10-10 09:40:23","2025-10-06 09:35:17","","","https://dasa.businessmap.io/ctrl_board/155/cards/323741/details"
"322361","","#00d3ff","[PSCD] - PI 4 2025 - Atividades Diversas","juliano.cardoso","2025-10-03","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-10 09:40:19","2025-10-01 16:34:48","","","https://dasa.businessmap.io/ctrl_board/155/cards/322361/details"
"321652","","#00d3ff","[PSCD] - Elaboar DOC Auditoria","juliano.cardoso","2025-09-30","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-09-30 14:47:22","2025-09-30 14:45:42","","Em anexo Dados levantados.","https://dasa.businessmap.io/ctrl_board/155/cards/321652/details"
"320967","","#00d3ff","[PSCD] - Worflow de Cancelamento","juliano.cardoso","2025-10-01","Average","Em andamento","SisCorp Recebíveis Master","juliano.cardoso","Solicitação Elaborado Pelo Michael:","Default Swimlane","","","2025-09-29 10:11:00","","Fluxo de Aprovação Sujerido:","https://dasa.businessmap.io/ctrl_board/155/cards/320967/details"
"320374","","#00d3ff","[PSCD] - RDM CHG0074894 - Gliese - Implantar versão 191 na Piloto(atendepiloto.dasa.com.br) e virar 190 para BR(atende.dasa.com.br)","juliano.cardoso","","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","Apoiar implementação da RDM referente a apomyat o serviço de geração do RPS para

[pscdpasoe.dasa.com.br 8081](http://pscdpasoe.dasa.com.br:8081/)

https://dasa.businessmap.io/ctrl_board/155/cards/268834/details/","Default Swimlane","","2025-09-29 10:07:39","2025-09-25 18:51:53","","[dPRmY8CEbhdh3Gw3Y68C]","https://dasa.businessmap.io/ctrl_board/155/cards/320374/details"
"319464","","#00d3ff","[PSCD] - (315129) Ajuste envio de E-Mails com anexo do Linux","juliano.cardoso","2025-09-24","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","https://dasa.businessmap.io/ctrl_board/155/cards/315129/details/","Default Swimlane","","2025-09-25 14:53:41","2025-09-24 14:52:24","","","https://dasa.businessmap.io/ctrl_board/155/cards/319464/details"
"317721","","#00d3ff","[GMUD] - Implementar RDM: CHG0074577 - PSCD - Atualização e Conversão dos Bancos de Dados no Ambiente Homologação","juliano.cardoso","2025-09-21","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-09-22 09:41:34","2025-09-22 09:41:34","","","https://dasa.businessmap.io/ctrl_board/155/cards/317721/details"
"317621","","#00d3ff","[GMUD] - Implementar RDM: CHG0074592 - PSCD - Reconstrução de Réplicas de todos os bancos de dados do Sistema","juliano.cardoso","2025-10-24","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-10 09:43:45","2025-09-20 16:51:37","","[nMP0FGodPSk3X2B50g0n]","https://dasa.businessmap.io/ctrl_board/155/cards/317621/details"
"316927","","#00d3ff","[GMUD] Implementar RDM: CHG0074562 - PSCD – Entrega de Demandas Homologadas da Sprint – Programas (2025-09-18)","juliano.cardoso","2025-09-18","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-09-19 12:25:38","2025-09-18 19:02:40","","[CC3ydGoNyLaMO1RKRYI4]","https://dasa.businessmap.io/ctrl_board/155/cards/316927/details"
"316481","","#00d3ff","[PSCD] - Code Review - 18/09/25","juliano.cardoso","2025-09-18","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-10-03 10:01:02","2025-09-18 11:57:48","","","https://dasa.businessmap.io/ctrl_board/155/cards/316481/details"
"316479","","#00d3ff","[PSCD] -  Apoio  ao Celso em demanda","juliano.cardoso","2025-09-18","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","https://dasa.businessmap.io/ctrl_board/155/cards/307331/details/","Default Swimlane","","2025-09-18 11:53:12","2025-09-18 11:50:40","","Feito modificação em programa somente para testes onde ele executa on-line o espr048.p, desta forma o Celso pode validar sem passar pelo RPW

[03kHIYNMBMtXSQxpyDLS]","https://dasa.businessmap.io/ctrl_board/155/cards/316479/details"
"315443","","#00d3ff","[PSCD] - Integração PSCD => Paperless","juliano.cardoso","2025-09-16","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-09-16 18:29:33","2025-09-16 12:40:18","","esp\\espr131r09a.p
esp\\espr131r09.p

Nos programas relacioandos acima houve a adiçãode logs melhorados para monitorar o reenvio de Guias, este esp\\espr131r09a.p, foi ajustado :

[KW3AjyIYgTfp3h8DpWao][8z6U2uYCxsxlaR2nLSdp]","https://dasa.businessmap.io/ctrl_board/155/cards/315443/details"
"315404","","#00d3ff","[PSCD] - Usuário de Serviço nas Maquinas do PASOE","juliano.cardoso","2025-09-17","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","","Default Swimlane","","2025-09-29 09:53:54","2025-09-16 11:22:24","","","https://dasa.businessmap.io/ctrl_board/155/cards/315404/details"
"315308","","#00d3ff","[GMUD] - CHG0074592 - PSCD - Reconstrução de Réplicas de todos os bancos de dados do Sistema - Janela: 22/09/2025 09:00:00 a 24/10/2025 18:00:00","juliano.cardoso","2025-09-15","Average","Concluído","SisCorp Recebíveis Master","juliano.cardoso","CHG0074592 - PSCD - Reconstrução de Réplicas de todos os bancos de dados do Sistema - Janela: 22/09/2025 09:00:00 a 24/10/2025 18:00:00

Esta solicitação de mudança refere-se à ativação da replicação dos bancos de dados do sistema PSCD na versão OpenEdge 12.8. Devido à quebra da replicação provocada pela atualização do OpenEdge da versão 11.7 para 12.8, será necessário reconstruir as réplicas para garantir a sincronização correta dos dados entre servidores.

A atividade contempla a atualização do sistema operacional da máquina BRLSPLPRPR03 de RHEL 7.6 para RHEL 8.10, atualização do Java para versão 17, desinstalação da versão OpenEdge 11.7 e instalação da versão 12.8, movimentação gradual dos backups das bases provenientes do servidor LNXPODPRO01, parametrização para a replicação adequada e validação final do funcionamento das réplicas.

Estão envolvidas as réplicas dos seguintes bancos: interfull, daesp, dapaciente, daexame, daesptiss, daprovisao, daifprod, pscd01, torre_if, torre_pscd, torre_daesp, torre_imp, torre_nfe, e dacomum, a atividade exige uma janela longa de.

Esta ação é fundamental para restabelecer a integridade e desempenho da replicação, garantindo a alta disponibilidade e confiabilidade dos dados para as operações do sistema PSCD.

Plantão: Juliano - 17-99145-9588

Sala Teams:
https://teams.microsoft.com/l/meetup-join/19%3ameeting_OGYxMDFkMTUtNGMzMi00MWRmLThhNDMtYjkwY2YxNGM0ZThj%40thread.v2/0?context=%7b%22Tid%22%3a%22f41c4a4c-314b-499d-9a7a-39581944c704%22%2c%22Oid%22%3a%22cee0b022-d528-4994-89ca-e2ea4a3e1da2%22%7d","Default Swimlane","","2025-09-16 18:29:11","2025-09-16 10:13:19","","","https://dasa.businessmap.io/ctrl_board/155/cards/315308/details"
